,Event.Id,Accident.Number,Event.Date,Location,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,People.Count,Make:Model
673,20100825X10814,DCA10WA087,2010-08-24,"Yichun, China",Fatal,B-3130,,Turbo Fan,42.0,47.0,7.0,0.0,96.0,Embraer: ERJ190
675,20100827X20401,WPR10IA430,2010-08-26,"Sacramento, CA",Non-Fatal,N590JB,2.0,Turbo Fan,0.0,7.0,0.0,84.0,91.0,Airbus: A320-232
681,20100908X20427,OPS10IA538,2010-09-04,"Los Angeles, CA",Non-Fatal,N907WN,2.0,Turbo Fan,0.0,0.0,0.0,133.0,133.0,Boeing: 737-7H4
685,20100916X50512,OPS10IA574,2010-09-16,"Minneapolis, MN",Non-Fatal,N122US,2.0,Turbo Fan,0.0,0.0,0.0,190.0,190.0,Airbus: A320-214
693,20111031X44724,ENG12RA005,2010-09-24,"Palermo (Sicily), Italy",Non-Fatal,EI-EDM,,,0.0,35.0,0.0,95.0,130.0,Airbus: A319 - 132
695,20100930X00358,ENG10IA055,2010-09-28,"Milwaukee, WI",Non-Fatal,N498CA,2.0,Turbo Jet,0.0,0.0,0.0,39.0,39.0,Bombardier: CL600 2B19
696,20101004X00504,DCA11WA001,2010-10-02,"Amsterdam, Netherlands (the)",Non-Fatal,TC-TJF,,,0.0,0.0,0.0,173.0,173.0,Boeing: 737
698,20101006X00507,ERA11CA010,2010-10-04,"New York, NY",Non-Fatal,N414ZW,2.0,Turbo Fan,0.0,0.0,1.0,52.0,53.0,Bombardier: CL-600-2B19
701,20101019X33258,WPR11IA019,2010-10-18,"Phoenix, AZ",Non-Fatal,N938SW,2.0,Turbo Fan,0.0,0.0,0.0,53.0,53.0,Bombardier: CL-600-2B19
703,20101027X04916,DCA11FA004,2010-10-27,"Miami, FL",Non-Fatal,N626AA,2.0,Turbo Fan,0.0,0.0,0.0,160.0,160.0,Boeing: 757-223
704,20101031X30917,ERA11LA044,2010-10-29,"Fort Lauderdale, FL",Non-Fatal,C-FWAQ,2.0,Turbo Fan,0.0,0.0,0.0,142.0,142.0,Boeing: 737
706,20101103X34855,ERA11CA046,2010-11-02,"Pittsburgh, PA",Non-Fatal,N454SW,2.0,Turbo Fan,0.0,0.0,0.0,41.0,41.0,Bombardier: CL-600-2B19
707,20101103X44221,CEN11LA051,2010-11-02,"Chicago, IL",Non-Fatal,N709BR,2.0,Turbo Fan,0.0,0.0,0.0,37.0,37.0,Bombardier: CL-600-2B19
712,20101108X84714,WPR11LA042,2010-11-08,"Los Angeles, CA",Non-Fatal,N422QX,2.0,Turbo Prop,0.0,0.0,0.0,77.0,77.0,Bombardier: DHC-8-402
717,20101116X51712,CEN11LA072,2010-11-15,"Minneapolis, MN",Non-Fatal,N604CZ,2.0,Turbo Fan,0.0,0.0,0.0,80.0,80.0,Embraer: ERJ 170-200 LR
719,20101203X60119,CEN11LA092,2010-11-23,"Madison, WI",Non-Fatal,N678AE,2.0,Turbo Fan,0.0,0.0,1.0,48.0,49.0,Embraer: EMB-145LR
720,20101124X20432,WPR11LA058,2010-11-24,"Salt Lake City, UT",Non-Fatal,N614SK,2.0,Turbo Fan,0.0,0.0,0.0,69.0,69.0,Bombardier: CL-600-2C10
725,20101206X61618,DCA11WA010,2010-12-01,"Montreal, Canada",Non-Fatal,N901AN,2.0,Turbo Fan,0.0,0.0,0.0,111.0,111.0,Boeing: 737-823
726,20101203X90900,WPR11LA071,2010-12-03,"Pago Pago, Antarctica",Non-Fatal,N584HA,2.0,Turbo Fan,0.0,2.0,1.0,181.0,184.0,Boeing: 767
727,20101208X40921,CEN11LA099,2010-12-05,"Chicago, IL",Non-Fatal,N502MJ,2.0,Turbo Fan,0.0,0.0,0.0,37.0,37.0,Bombardier: CL-600-2C10
728,20101208X01208,ENG11WA006,2010-12-06,"Lisbon, Portugal, Portugal",Non-Fatal,D2-TEF,2.0,Turbo Fan,0.0,0.0,0.0,137.0,137.0,Boeing: 777
729,20110113X40141,DCA11WA017,2010-12-08,"Brasilia, Brazil",Non-Fatal,PR-WJU,,,0.0,0.0,0.0,125.0,125.0,Boeing: B737
730,20101210X92343,OPS11IA173,2010-12-09,"Covington, KY",Non-Fatal,N3731T,2.0,Turbo Jet,0.0,0.0,0.0,92.0,92.0,Boeing: 737-832
734,20110113X40638,DCA11WA018,2010-12-13,"Rio De Janiero, Brazil",Non-Fatal,PR-WJO,2.0,,0.0,0.0,0.0,132.0,132.0,Boeing: 737
736,20101220X14621,DCA11CA014,2010-12-18,"Philadelphia, PA",Non-Fatal,N913WN,2.0,Turbo Fan,0.0,0.0,0.0,222.0,222.0,Boeing: 737-7H4
738,20110105X33913,ENG11IA011,2010-12-25,"San Francisco, CA",Non-Fatal,N248WN,2.0,Turbo Fan,0.0,0.0,0.0,122.0,122.0,Boeing: 737
740,20101229X22154,DCA11IA015,2010-12-29,"Jackson Hole, WY",Non-Fatal,N668AA,2.0,Turbo Fan,0.0,0.0,0.0,185.0,185.0,Boeing: 757-223
744,20110502X93814,DCA11FA050,2011-01-03,"Los Angeles, CA",Non-Fatal,N831NN,2.0,Turbo Fan,0.0,0.0,0.0,165.0,165.0,Boeing: 737-823
750,20110214X93523,DCA11WA026,2011-01-14,"Atlantic Ocean, Canada",Non-Fatal,C-GHLQ,2.0,,0.0,8.0,7.0,88.0,103.0,Boeing: 767
753,20110207X84026,OPS11IA271,2011-02-01,"Dayton, OH",Non-Fatal,N13964,2.0,Turbo Fan,0.0,0.0,0.0,32.0,32.0,Embraer: EMB-145LR
757,20110218X13630,WPR11LA139,2011-02-10,"Ni'ihau, HI",Non-Fatal,JA603J,2.0,Turbo Jet,0.0,6.0,1.0,243.0,250.0,Boeing: 767-300
758,20110222X14949,DCA11WA028,2011-02-14,"Pekanbaru, Indonesia",Non-Fatal,PK-LFI,2.0,,0.0,0.0,0.0,216.0,216.0,Boeing: 737
759,20110222X15822,DCA11WA029,2011-02-15,"Pekanbaru, Indonesia",Non-Fatal,PK-LHH,2.0,,0.0,0.0,0.0,226.0,226.0,Boeing: 737
760,20110317X95254,DCA11WA033,2011-02-16,"Madinah, Saudi Arabia",Non-Fatal,HZ-AIS,,,0.0,0.0,0.0,278.0,278.0,Boeing: 747
762,20110219X32035,ERA11CA152,2011-02-19,"North Fayston, VT",Non-Fatal,N706JB,2.0,Turbo Fan,0.0,1.0,1.0,117.0,119.0,Airbus: A320-232
763,20110222X20316,CEN11IA198,2011-02-21,"Southlake, TX",Non-Fatal,N945AN,2.0,Turbo Fan,0.0,0.0,0.0,145.0,145.0,Boeing: 737-823
764,20110919X53553,ENG11WA049,2011-02-21,"Casablanca, Morocco, Macao",Non-Fatal,CN-ROR,2.0,,0.0,0.0,0.0,110.0,110.0,Boeing: 737
766,20110329X33129,DCA11CA036,2011-02-25,"New York, NY",Non-Fatal,N957UW,2.0,Turbo Fan,0.0,0.0,1.0,92.0,93.0,Embraer: ERJ 190-100 IGW
767,20110228X54428,WPR11LA149,2011-02-28,"Naches, WA",Non-Fatal,N684DA,2.0,Turbo Fan,0.0,1.0,1.0,188.0,190.0,Boeing: 757-232
772,20110324X53002,OPS11IA410,2011-03-11,"ATLANTA, GA",Non-Fatal,N693DL,2.0,Turbo Fan,0.0,0.0,0.0,130.0,130.0,Boeing: 757-232
774,20110317X14552,ENG11IA021,2011-03-17,"Pittsburgh, PA",Non-Fatal,N339NG,2.0,Turbo Prop,0.0,0.0,0.0,40.0,40.0,Bombardier: DHC 8 402
775,20110318X05118,CEN11IA234,2011-03-18,"Akron, OH",Non-Fatal,N11187,2.0,Turbo Fan,0.0,0.0,0.0,46.0,46.0,Embraer: EMB-145XR
778,20110328X80923,CEN11LA250,2011-03-26,"Kansas City, MO",Non-Fatal,N931AE,2.0,Turbo Fan,0.0,0.0,1.0,51.0,52.0,Embraer: EMB-145LR
779,20110330X05145,OPS11IA428,2011-03-27,"Orlando, FL",Non-Fatal,N293WN,2.0,Turbo Fan,0.0,0.0,0.0,145.0,145.0,Boeing: 737-7H4
783,20110401X24330,DCA11MA039,2011-04-01,"Yuma, AZ",Non-Fatal,N632SW,2.0,Turbo Fan,0.0,2.0,0.0,120.0,122.0,Boeing: 737
784,20110407X95823,DCA11FA072,2011-04-02,"Phoenix, AZ",Non-Fatal,N7264V,2.0,Turbo Fan,0.0,0.0,0.0,49.0,49.0,Bombardier: CL600 2B19
785,20110406X54825,CEN11IA270,2011-04-03,"Dubuque, IA",Non-Fatal,N377SK,2.0,Turbo Jet,0.0,0.0,0.0,47.0,47.0,Embraer: EMB-135KL
786,20110404X21934,DCA11IA040,2011-04-04,"New Orleans, LA",Non-Fatal,N409UA,2.0,Turbo Fan,0.0,0.0,0.0,109.0,109.0,Airbus: A320
787,20110407X41107,DCA11WA041,2011-04-04,"Bucharest, Romania",Non-Fatal,YR-BGD,2.0,,0.0,0.0,0.0,83.0,83.0,Boeing: B737
788,20110408X50236,DCA11WA042,2011-04-07,"Hamburg, Germany",Non-Fatal,D-ABEH,2.0,,0.0,0.0,0.0,86.0,86.0,Boeing: B737
789,20110411X70103,DCA11WA043,2011-04-10,"Paris, France",Non-Fatal,C-FIVM,,,0.0,0.0,0.0,361.0,361.0,Boeing: B777
790,20110418X12310,WPR11LA203,2011-04-11,"Pacific Ocean,",Non-Fatal,N766AN,2.0,Turbo Fan,0.0,2.0,2.0,227.0,231.0,Boeing: 777-223
791,20110412X23201,DCA11LA045,2011-04-12,"Jamaica, NY",Non-Fatal,F-HPJD,4.0,Turbo Fan,0.0,0.0,0.0,576.0,576.0,Airbus: A380
795,20110417X11718,ERA11CA247,2011-04-17,"Cheltenham, MD",Non-Fatal,N200UU,2.0,Turbo Fan,0.0,0.0,1.0,185.0,186.0,Boeing: 757-2B7
798,20110426X03427,ERA11LA266,2011-04-25,"New York, NY",Non-Fatal,N807NW,2.0,Turbo Fan,0.0,0.0,1.0,275.0,276.0,Airbus: A330-323
800,20110426X53639,DCA11IA047,2011-04-26,"Chicago, IL",Non-Fatal,N799SW,2.0,Turbo Fan,0.0,0.0,0.0,139.0,139.0,Boeing: 737-7Q8
805,20110510X01046,DCA11FA053,2011-05-09,"Chillicothe, MO",Non-Fatal,N801UA,2.0,Turbo Fan,0.0,0.0,1.0,124.0,125.0,Airbus: A319
807,20110513X41407,ERA11CA296,2011-05-12,"Atlanta, GA",Non-Fatal,N308DE,2.0,Turbo Fan,0.0,0.0,0.0,298.0,298.0,Boeing: 737-732
808,20110525X44500,DCA11WA061,2011-05-12,"Tao-Yuan, Taiwan (Province of China)",Non-Fatal,B-17917,2.0,,0.0,0.0,0.0,101.0,101.0,Boeing: MD-90
809,20110518X94643,OPS11IA552,2011-05-16,"CHICAGO, IL",Non-Fatal,N905SW,2.0,Turbo Fan,0.0,0.0,0.0,63.0,63.0,Bombardier: CL-600-2B19
812,20110525X45514,DCA11WA062,2011-05-20,"Dublin, Ireland",Non-Fatal,EI-DLI,2.0,,0.0,0.0,0.0,66.0,66.0,Boeing: B737
816,20110525X42547,DCA11CA060,2011-05-23,"Boone, NC",Non-Fatal,N623DL,2.0,Turbo Fan,0.0,1.0,1.0,185.0,187.0,Boeing: 757
822,20110701X11957,WPR11LA300,2011-05-31,"Los Angeles, CA",Non-Fatal,N526UA,2.0,Turbo Fan,0.0,0.0,0.0,190.0,190.0,Boeing: 757-222
823,20110603X52158,CEN11IA369,2011-06-03,"Chicago, IL",Non-Fatal,N607AE,2.0,Turbo Jet,0.0,0.0,0.0,52.0,52.0,Embraer: EMB-145
824,20110607X73034,ERA11CA327,2011-06-06,"Florence, SC",Non-Fatal,N929LR,2.0,Turbo Fan,0.0,0.0,1.0,88.0,89.0,Bombardier: CL600-2D24
825,20110607X83931,CEN11IA379,2011-06-07,"Milwaukee, WI",Non-Fatal,N866AS,2.0,Turbo Fan,0.0,0.0,0.0,44.0,44.0,Bombardier: CL-600-2B19
828,20110621X32040,DCA11CA073,2011-06-12,"San Fransico, CA",Non-Fatal,N571UA,2.0,Turbo Jet,0.0,0.0,0.0,190.0,190.0,Boeing: 757-222
830,20110621X20741,ENG11IA035,2011-06-21,"Atlanta, GA",Non-Fatal,N6714Q,2.0,Turbo Fan,0.0,3.0,0.0,175.0,178.0,Boeing: 757-232
831,20110628X11855,ERA11CA367,2011-06-22,"Miami, FL",Non-Fatal,N884DA,2.0,Turbo Fan,0.0,0.0,1.0,126.0,127.0,Mcdonnell Douglas: MD88
835,20110711X20245,DCA11RA080,2011-07-08,"Kisangani, Central Africa",Fatal,9Q-COP,3.0,,77.0,0.0,0.0,35.0,112.0,Boeing: 727
840,20110715X40120,DCA11CA084,2011-07-14,"Boston, MA",Non-Fatal,N132EV,2.0,Turbo Fan,0.0,0.0,0.0,291.0,291.0,Bombardier: CL600 2D24
843,20110719X64022,DCA11WA088,2011-07-26,"PEMIR, Latvia",Non-Fatal,YL-BBR,,,0.0,0.0,0.0,144.0,144.0,Boeing: 737
846,20110729X51123,DCA11WA090,2011-07-29,"Cairo, Egypt",Non-Fatal,SU-GBP,2.0,,0.0,0.0,0.0,319.0,319.0,Boeing: 777
847,20110730X60307,DCA11FA091,2011-07-29,"Tangshan, China",Non-Fatal,N173UA,4.0,Turbo Fan,0.0,4.0,1.0,380.0,385.0,Boeing: 747-422
848,20110730X61108,DCA11RA092,2011-07-30,"Georgetown, Guyana",Non-Fatal,9Y-PBM,2.0,,0.0,0.0,1.0,161.0,162.0,Boeing: 737
851,20110809X50704,OPS11IA819,2011-08-08,"Chicago, IL",Non-Fatal,N377SK,2.0,Turbo Jet,0.0,0.0,0.0,84.0,84.0,Embraer: EMB-135KL
857,20110830X63935,ENG11IA047,2011-08-29,"Moline, IL",Non-Fatal,N27152,2.0,Turbo Fan,0.0,0.0,0.0,53.0,53.0,Embraer: EMB145
858,20110902X54326,CEN11IA615,2011-09-01,"Baton Rouge, LA",Non-Fatal,N875AS,2.0,Turbo Fan,0.0,0.0,0.0,53.0,53.0,Bombardier: CL-600-2B19
860,20110907X15938,CEN11WA628,2011-09-04,"Ottawa, Canada",Non-Fatal,N840HK,2.0,Turbo Fan,0.0,0.0,0.0,47.0,47.0,Embraer: EMB-145LR
861,20120224X42146,DCA11CA116,2011-09-06,"Cape Coral, FL",Non-Fatal,N936WN,2.0,Turbo Fan,0.0,0.0,1.0,141.0,142.0,Boeing: 737 7H4
863,20110912X61152,ANC11CA101,2011-09-10,"Yakota, Japan",Non-Fatal,N71CX,4.0,Turbo Jet,0.0,0.0,1.0,36.0,37.0,Mcdonnell Douglas: DC-8-62F
864,20111013X11758,DCA11WA110,2011-09-12,"Montauk, AO",Non-Fatal,OE-LPB,,,0.0,0.0,2.0,272.0,274.0,Boeing: 777
866,20110917X35742,CEN11IA649,2011-09-17,"Chicago, IL",Non-Fatal,C-FGYL,2.0,Turbo Fan,0.0,0.0,0.0,140.0,140.0,Airbus: A320-211
867,20110919X65108,DCA11RA100,2011-09-17,"Quito, Spain",Non-Fatal,HC-CEZ,2.0,Turbo Fan,0.0,0.0,5.0,97.0,102.0,Embraer: E190
871,20110927X91721,ENG11IA051,2011-09-26,"Denver, CO",Non-Fatal,N526UA,2.0,Turbo Fan,0.0,0.0,0.0,185.0,185.0,Boeing: 757-222
872,20111001X72953,DCA11WA107,2011-09-26,"Puerto Ordaz, Venezuela",Non-Fatal,YV-136T,,Turbo Jet,0.0,0.0,0.0,130.0,130.0,Boeing: DC-9
873,20110930X20857,ERA11CA511,2011-09-29,"Miami, FL",Non-Fatal,N804NN,2.0,Turbo Fan,0.0,0.0,1.0,165.0,166.0,Boeing: 737-823
875,20111018X03714,ERA12CA038,2011-10-07,"Atlanta, GA",Non-Fatal,N922DL,2.0,Turbo Fan,0.0,0.0,0.0,81.0,81.0,Mcdonnell Douglas: MD-88
876,20111011X01145,ENG12IA001,2011-10-10,"Atlanta, GA",Non-Fatal,N553NW,2.0,Turbo Jet,0.0,0.0,0.0,182.0,182.0,Boeing: 757-251
879,20111020X14740,ERA12CA044,2011-10-20,"New York, NY",Non-Fatal,N253AY,2.0,Turbo Jet,0.0,0.0,1.0,215.0,216.0,Boeing: 767-2B7
880,20111024X74546,ENG12IA003,2011-10-23,"Detroit, MI",Non-Fatal,N661US,4.0,Turbo Jet,0.0,0.0,0.0,394.0,394.0,Boeing: 747-451
883,20111103X41530,DCA12WA009,2011-11-01,"Warsaw, Poland",Non-Fatal,SP-LPC,,,0.0,0.0,0.0,231.0,231.0,Boeing: 767
884,20111108X75705,DCA12WA011,2011-11-03,"Munich, Germany",Non-Fatal,9V-SWQ,2.0,,0.0,0.0,0.0,129.0,129.0,Boeing: 777
888,20120224X25922,DCA12CA043,2011-11-10,"Minneapolis, MN",Non-Fatal,N331NW,2.0,Turbo Fan,0.0,0.0,0.0,150.0,150.0,Airbus: A320 211
889,20111201X31832,OPS12WA150,2011-11-18,"Toronto, Canada",Non-Fatal,N620AE,2.0,Turbo Fan,0.0,0.0,0.0,48.0,48.0,Embraer: EMB-145LR
893,20111208X41332,WPR12LA057,2011-12-01,"Modesto, CA",Non-Fatal,N547UA,2.0,Turbo Jet,0.0,0.0,1.0,151.0,152.0,Boeing: 757-222
894,20111209X35527,OPS12IA167,2011-12-01,"Chicago, IL",Non-Fatal,N432WN,2.0,Turbo Fan,0.0,0.0,0.0,85.0,85.0,Boeing: 737-7H4
896,20111206X05636,WPR12LA053,2011-12-02,"Oakland, CA",Non-Fatal,N261WN,2.0,Turbo Fan,0.0,2.0,1.0,97.0,100.0,Boeing: 737-7H4
903,20111214X53854,DCA12CA021,2011-12-09,"Atlanta, GA",Non-Fatal,N303DQ,2.0,Turbo Fan,0.0,0.0,0.0,279.0,279.0,Boeing: 737-732
907,20111222X45448,DCA12WA022,2011-12-20,"Yogyakarta, Indonesia",Non-Fatal,PK-CKM,2.0,Turbo Fan,0.0,0.0,0.0,133.0,133.0,Boeing: 737
909,20120105X34138,CEN12IA123,2011-12-22,"Denver, CO",Non-Fatal,N469WN,2.0,Turbo Fan,0.0,0.0,0.0,133.0,133.0,Boeing: 737-7H4
910,20120123X64443,DCA12WA027,2012-01-14,"Rio de Janeiro, Brazil",Non-Fatal,N790AN,,,0.0,0.0,0.0,191.0,191.0,Boeing: 777
911,20120118X91324,ERA12LA147,2012-01-16,"Huntington, WV",Non-Fatal,N839EX,2.0,Turbo Prop,0.0,0.0,0.0,36.0,36.0,Boeing: DHC-8-102
915,20120207X14951,OPS12IA303,2012-01-25,"Farmersville, TX",Non-Fatal,N639AE,2.0,Turbo Fan,0.0,0.0,0.0,53.0,53.0,Embraer: EMB-145LR
917,20120207X34555,DCA12CA035,2012-02-04,"San Francisco, CA",Non-Fatal,N912SW,2.0,Turbo Fan,0.0,0.0,0.0,52.0,52.0,Bombardier: CL600 2B19
918,20120208X70842,ENG12IA010,2012-02-08,"Jamaica, NY",Non-Fatal,N360AA,2.0,Turbo Fan,0.0,0.0,0.0,210.0,210.0,Boeing: 767
926,20120221X32033,CEN12LA166,2012-02-19,"Detroit, MI",Non-Fatal,N374DA,2.0,Turbo Fan,0.0,3.0,1.0,132.0,136.0,Boeing: 737-832
927,20120229X70237,WPR12LA119,2012-02-23,"Pawnee, NE",Non-Fatal,N915WN,2.0,Turbo Fan,0.0,1.0,1.0,138.0,140.0,Boeing: 737-7H4
928,20120302X22622,DCA12FA046,2012-02-24,"Millville, NJ",Non-Fatal,N162UW,2.0,Turbo Fan,0.0,0.0,1.0,188.0,189.0,Airbus: A321
930,20120302X00956,DCA12CA045,2012-02-26,"Angers, France",Non-Fatal,N829MH,2.0,Turbo Fan,0.0,0.0,1.0,146.0,147.0,Boeing: 767
934,20120322X25316,WPR12LA144,2012-03-20,"Laverne, OK",Non-Fatal,N247WN,2.0,Turbo Fan,0.0,0.0,1.0,141.0,142.0,Boeing: 737-7H4
937,20120409X05702,DCA12FA058,2012-04-07,"Houston, TX",Non-Fatal,N213WQ,2.0,Turbo Prop,0.0,0.0,0.0,35.0,35.0,Bombardier: DHC-8-402
939,20120417X44353,DCA12CA062,2012-04-15,"Buena Vista, CO",Non-Fatal,N808AW,2.0,Turbo Jet,0.0,1.0,2.0,95.0,98.0,Airbus: A319-132
940,20120427X01955,DCA12RA065,2012-04-20,"Islamabad, Pakistan",Fatal,AP-BKC,2.0,,127.0,0.0,0.0,0.0,127.0,Boeing: 737
941,20130110X10345,DCA12WA161,2012-04-22,"Karachi, Pakistan",Non-Fatal,AP-BJN,2.0,,0.0,0.0,0.0,171.0,171.0,Boeing: 737
946,20120511X73555,DCA12FA069,2012-05-10,"Fort Lauderdale, FL",Non-Fatal,N951FR,2.0,Turbo Fan,0.0,0.0,1.0,142.0,143.0,Airbus: A319-112
953,20130604X82231,ENG12WA038,2012-05-27,"CAM RANH, Vietnam, Vietnam",Non-Fatal,VN-A356,2.0,Turbo Fan,0.0,0.0,0.0,91.0,91.0,Airbus: A321
955,20120615X74656,DCA12WA093,2012-06-01,"Pontianak, Indonesia",Non-Fatal,PKCJV,,,0.0,0.0,0.0,173.0,173.0,Boeing: 737
957,20120608X43116,DCA12CA086,2012-06-07,"Philadelphia, PA",Non-Fatal,N936UW,2.0,Turbo Fan,0.0,1.0,1.0,184.0,186.0,Boeing: 757 2B7
959,20120612X01249,DCA12CA088,2012-06-11,"Minneapolis, MN",Non-Fatal,N352NW,2.0,Turbo Fan,0.0,0.0,1.0,149.0,150.0,Airbus: A320-212
960,20120613X32202,DCA12LA091,2012-06-13,"Winnie, TX",Non-Fatal,N16709,2.0,Turbo Fan,0.0,0.0,2.0,79.0,81.0,Boeing: 737-724
963,20120621X34639,DCA12IA096,2012-06-17,"Las Vegas, NV",Non-Fatal,N552JB,2.0,Turbo Fan,0.0,0.0,0.0,154.0,154.0,Airbus: A320
972,20120706X92817,DCA12WA104,2012-07-05,"Frankfurt, Germany",Non-Fatal,D-ASXE,,,0.0,0.0,1.0,85.0,86.0,Boeing: 737
973,20120713X01334,DCA12WA109,2012-07-05,"Tokyo, Japan",Non-Fatal,N224UA,2.0,Turbo Fan,0.0,3.0,1.0,252.0,256.0,Boeing: 777-222
977,20120808X23954,DCA12WA121,2012-07-18,"La Serena, Chile",Non-Fatal,CC-CRQ,,,0.0,0.0,0.0,120.0,120.0,Boeing: 737
978,20120719X94744,CEN12LA457,2012-07-19,"Peoria, IL",Non-Fatal,N502AE,2.0,Turbo Fan,0.0,0.0,1.0,56.0,57.0,Bombardier: CL-600-2C10
979,20120727X13551,DCA12IA113,2012-07-27,"El Paso, TX",Non-Fatal,N379SW,2.0,Turbo Fan,0.0,0.0,0.0,76.0,76.0,Boeing: 737-3H4
980,20120730X60929,DCA12WA117,2012-07-28,"Linz, Austria",Non-Fatal,D-ABOK,,,0.0,0.0,0.0,273.0,273.0,Boeing: 757
981,20120802X03552,CEN12IA502,2012-07-31,"Denver, CO",Non-Fatal,N37420,2.0,Turbo Fan,0.0,0.0,0.0,157.0,157.0,Boeing: 737-924ER
983,20121101X94754,ENG12WA036,2012-08-03,"Rome, Italy",Non-Fatal,EI-IMS,2.0,Turbo Fan,0.0,0.0,0.0,100.0,100.0,Airbus: A319
984,20120807X32623,ERA12LA498,2012-08-05,"Hilton Head, SC",Non-Fatal,N134HQ,2.0,Turbo Fan,0.0,0.0,1.0,75.0,76.0,Embraer: ERJ 170-200 LR
986,20120811X13221,DCA12CA122,2012-08-10,"Dulles, VA",Non-Fatal,D-AIKE,2.0,Turbo Fan,0.0,0.0,0.0,270.0,270.0,Airbus: A330
988,20120831X52443,DCA12WA133,2012-08-24,"Santo Domingo, Venezuela",Non-Fatal,YV493T,,,0.0,0.0,0.0,147.0,147.0,Mcdonnell Douglas: DC9
990,20120830X44613,DCA12WA131,2012-08-27,"London, United Kingdom",Non-Fatal,N642UA,,,0.0,0.0,0.0,151.0,151.0,Boeing: 767
998,20120915X93442,DCA12WA146,2012-09-14,"Sao Paulo, Brazil",Non-Fatal,N173DZ,2.0,Turbo Fan,0.0,0.0,0.0,220.0,220.0,Boeing: 767-332
999,20120924X32520,DCA12CA149,2012-09-18,"Sophia, NC",Non-Fatal,N273AY,2.0,Turbo Fan,0.0,0.0,1.0,158.0,159.0,Airbus: A330-323
1002,20121005X05550,CEN13LA004,2012-10-05,"Milwaukee, WI",Non-Fatal,N894AT,2.0,Turbo Fan,0.0,0.0,0.0,108.0,108.0,Boeing: 717-200
1004,20121014X02447,DCA13RA001,2012-10-14,"Antalya, Turkey",Non-Fatal,TC-TJK,,,0.0,1.0,2.0,195.0,198.0,Boeing: 737
1005,20121018X62210,WPR13CA016,2012-10-17,"Las Vegas, NV",Non-Fatal,N625SW,2.0,Turbo Fan,0.0,0.0,1.0,85.0,86.0,Boeing: 737-3H4
1007,20121023X21517,DCA13WA007,2012-10-19,"Pontianak, Indonesia",Non-Fatal,PK-CKN,,,0.0,0.0,0.0,160.0,160.0,Boeing: 737
1011,20121107X21801,ENG13IA005,2012-11-07,"Atlanta, GA",Non-Fatal,N908DE,2.0,Turbo Jet,0.0,0.0,0.0,147.0,147.0,Boeing: MD-88
1015,20121114X82049,DCA13WA020,2012-11-13,"Johannesburg, South Africa",Non-Fatal,ZS-TOG,,,0.0,0.0,0.0,137.0,137.0,Boeing: MD-82
1021,20130314X15433,DCA13CA066,2012-12-05,"New York, NY",Non-Fatal,N411ZW,2.0,Turbo Fan,0.0,0.0,0.0,53.0,53.0,Bombardier: CL-600-2B19
1024,20121228X00153,ENG13RA009,2012-12-20,"Phuket, Thailand",Non-Fatal,D-ABXA,2.0,,0.0,0.0,0.0,257.0,257.0,Airbus: A330
1027,20121231X42414,CEN13CA117,2012-12-29,"CHICAGO, IL",Non-Fatal,N619AE,2.0,Turbo Fan,0.0,0.0,1.0,49.0,50.0,Embraer: EMB-145LR
1032,20130116X93016,DCA13RA038,2013-01-15,"Takamatsu, Japan",Non-Fatal,JA804A,2.0,,0.0,4.0,0.0,133.0,137.0,Boeing: 787
1034,20130118X53100,DCA13LA039,2013-01-17,"Miami, FL",Non-Fatal,LV-BMT,4.0,Turbo Fan,0.0,0.0,0.0,397.0,397.0,Airbus: A340 - 300
1037,20130213X92000,DCA13WA054,2013-02-03,"Seoul, South Korea",Non-Fatal,HL7780,2.0,,0.0,0.0,0.0,193.0,193.0,Boeing: 737
1038,20130220X32821,DCA13IA058,2013-02-07,"Bowman, GA",Non-Fatal,N261PS,2.0,Turbo Fan,0.0,1.0,0.0,39.0,40.0,Bombardier: CL-600-2B19
1040,20130220X51849,WPR13LA131,2013-02-19,"Pacific Ocean, UN",Non-Fatal,N174UA,4.0,Turbo Fan,0.0,0.0,1.0,220.0,221.0,Boeing: 747-422
1041,20130220X85257,DCA13CA056,2013-02-19,"Cincinnati, OH",Non-Fatal,N283SK,2.0,Turbo Fan,0.0,0.0,1.0,53.0,54.0,Embraer: EMB-145LR
1044,20130228X52911,DCA13WA060,2013-02-26,"Keflavik, Iceland",Non-Fatal,TF-FIJ,,,0.0,0.0,0.0,171.0,171.0,Boeing: 757
1045,20130312X23544,WPR13IA144,2013-03-05,"Danville, CA",Non-Fatal,N417QX,2.0,Turbo Prop,0.0,0.0,0.0,51.0,51.0,Bombardier: DHC-8-402
1049,20130314X14422,DCA13CA065,2013-03-08,"Atlanta, GA",Non-Fatal,N698DL,2.0,Turbo Fan,0.0,0.0,0.0,148.0,148.0,Boeing: 757-232
1055,20130408X10949,DCA13FA071,2013-04-05,"Las Vegas, NV",Non-Fatal,N560UW,2.0,Turbo Fan,0.0,0.0,0.0,192.0,192.0,Airbus: 321
1063,20130502X52359,DCA13FA082,2013-05-01,"Newark, NJ",Non-Fatal,LN-RKO,2.0,Turbo Fan,0.0,0.0,0.0,290.0,290.0,Airbus: A330
