Event.Id,Accident.Number,Event.Date,Location,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,People.Count,Make:Model,City,Region,Severity_Score,extracted_value
20181206X45642,DCA19IA036,2018-12-06,"Burbank, CA",Non-Fatal,N752SW,2.0,Turbo Fan,0.0,0.0,0.0,117.0,117.0,Boeing737,Burbank,California,100.0,Boeing
20210310102738,ENG21WA016,2019-01-03,"Lagos, Nigeria",Non-Fatal,5N-AIS,,,0.0,0.0,0.0,119.0,119.0,Boeing737,Lagos,Nigeria,100.0,Boeing
20190305X42937,DCA19CA090,2019-02-03,"Pacific Ocean, PO",Non-Fatal,N26909,,,0.0,0.0,1.0,220.0,221.0,Boeing787,Pacific Ocean,PO,100.90497737556561,Boeing
20190205X55712,DCA19CA075,2019-02-05,"Bluefields, Niue",Non-Fatal,N852NN,2.0,,0.0,1.0,1.0,117.0,119.0,Boeing737,Bluefields,Niue,110.92436974789916,Boeing
20190215X60107,DCA19WA084,2019-02-10,"Nurenburg, Germany",Non-Fatal,D-ABMQ,,,0.0,1.0,0.0,185.0,186.0,Boeing737,Nurenburg,Germany,105.91397849462365,Boeing
20190306X80709,DCA19CA091,2019-02-18,"Franklin, TN",Non-Fatal,N3730B,2.0,Turbo Fan,0.0,1.0,1.0,143.0,145.0,Boeing737,Franklin,Tennessee,108.9655172413793,Boeing
20190222X84313,ENG19IA013,2019-02-21,"Orlando, FL",Non-Fatal,N30401,2.0,Turbo Fan,0.0,0.0,0.0,181.0,181.0,Boeing737,Orlando,Florida,100.0,Boeing
20190301X50148,DCA19CA088,2019-02-27,"Honolulu, HI",Non-Fatal,N771AN,2.0,,0.0,1.0,1.0,217.0,219.0,Boeing777,Honolulu,Hawaii,105.93607305936072,Boeing
20190310X63916,DCA19RA101,2019-03-10,"Addis Ababa, Ethiopia",Fatal,ET-AVJ,,,157.0,0.0,0.0,0.0,157.0,Boeing737,Addis Ababa,Ethiopia,2500.0,Boeing
20190311X61805,DCA19CA105,2019-03-11,"Atlanta, GA",Non-Fatal,N3756,2.0,,0.0,0.0,0.0,406.0,406.0,Boeing737,Atlanta,Georgia,100.0,Boeing
20190412X45210,DCA19CA137,2019-04-12,"Fort Meyers, FL",Non-Fatal,N31412,2.0,,0.0,0.0,1.0,107.0,108.0,Boeing737,Fort Meyers,Florida,101.85185185185186,Boeing
20190503X04736,ENG19WA023,2019-04-28,"Johannesburg, South Africa",Non-Fatal,Z-WPF,2.0,Turbo Fan,0.0,0.0,0.0,104.0,104.0,Boeing767,Johannesburg,South Africa,100.0,Boeing
20200519X93321,DCA19WA222,2019-05-02,"Narita, Japan",Non-Fatal,HL8021,,,0.0,0.0,1.0,185.0,186.0,Boeing737,Narita,Japan,101.0752688172043,Boeing
20190504X04947,DCA19MA143,2019-05-04,"Jacksonville, FL",Non-Fatal,N732MA,2.0,Turbo Fan,0.0,1.0,0.0,142.0,143.0,Boeing737,Jacksonville,Florida,107.6923076923077,Boeing
20190624X73537,DCA19WA172,2019-05-13,"Seoul, South Korea",Non-Fatal,HL7726,,,0.0,0.0,1.0,82.0,83.0,Boeing737,Seoul,South Korea,102.40963855421687,Boeing
20190528X32306,DCA19CA151,2019-05-25,"Waycross, GA",Non-Fatal,N8697C,2.0,Turbo Fan,0.0,1.0,1.0,126.0,128.0,Boeing737,Waycross,Georgia,110.15625,Boeing
20190605X85919,DCA19WA156,2019-06-01,"Unknown, Japan",Non-Fatal,JA828A,,,0.0,0.0,0.0,163.0,163.0,Boeing787,Unknown,Japan,100.0,Boeing
20190627X10605,DCA19WA175,2019-06-15,"Lagos, Nigeria",Non-Fatal,5N-BUK,,,0.0,0.0,0.0,113.0,113.0,Boeing737,Lagos,Nigeria,100.0,Boeing
20190625X53513,DCA19WA173,2019-06-20,"Bandung, Indonesia",Non-Fatal,9M-LCK,,,0.0,0.0,0.0,122.0,122.0,Boeing737,Bandung,Indonesia,100.0,Boeing
20190806X82223,DCA19WA190,2019-07-03,"London, United Kingdom",Non-Fatal,G-YMMU,,,0.0,0.0,0.0,272.0,272.0,Boeing777,London,United Kingdom,100.0,Boeing
20190718X15108,DCA19WA184,2019-07-11,"San Jose, Philippines",Non-Fatal,N86534,2.0,,0.0,0.0,0.0,156.0,156.0,Boeing737,San Jose,Philippines,100.0,Boeing
20190805X55405,DCA19CA189,2019-07-22,"San Juan, PR",Non-Fatal,N663UA,2.0,,0.0,1.0,1.0,216.0,218.0,Boeing767,San Juan,PR,105.96330275229357,Boeing
20190813X51350,DCA19WA195,2019-08-03,"El Alto, Saint Barthelemy",Non-Fatal,CP-3077,,,0.0,0.0,0.0,99.0,99.0,Boeing737,El Alto,Saint Barthelemy,100.0,Boeing
20190814X63051,DCA19WA197,2019-08-10,"Rome, Italy",Non-Fatal,LN-LND,,,0.0,0.0,0.0,298.0,298.0,Boeing787,Rome,Italy,100.0,Boeing
20190819X55827,DCA19WA202,2019-08-15,"Shannon, Ireland",Non-Fatal,N378AX,2.0,Turbo Fan,0.0,1.0,0.0,158.0,159.0,Boeing767,Shannon,Ireland,106.91823899371069,Boeing
20190822X91454,DCA19WA203,2019-08-15,"Beijing, China",Non-Fatal,JA808A,,,0.0,1.0,1.0,223.0,225.0,Boeing787,Beijing,China,105.77777777777777,Boeing
20190819X52614,DCA19WA201,2019-08-18,"Ponta Delgada, Portugal",Non-Fatal,N543US,2.0,Turbo Fan,0.0,0.0,0.0,159.0,159.0,Boeing757,Ponta Delgada,Portugal,100.0,Boeing
20190917X82433,DCA19WA215,2019-08-31,"Cape Town, South Africa",Non-Fatal,ZS-ZWU,,,0.0,0.0,0.0,133.0,133.0,Boeing737,Cape Town,South Africa,100.0,Boeing
20191010X33637,DCA20WA001,2019-10-08,"Bamako, Mali",Non-Fatal,ET-AMG,,,0.0,0.0,0.0,102.0,102.0,Boeing767,Bamako,Mali,100.0,Boeing
20191125X34226,DCA20WA018,2019-11-23,"Bogota, Colombia",Non-Fatal,YV3012,,,0.0,0.0,0.0,93.0,93.0,Boeing737,Bogota,Colombia,100.0,Boeing
20191227X84547,DCA20CA046,2019-12-19,"Chicago, IL",Non-Fatal,N68802,2.0,,0.0,0.0,1.0,184.0,185.0,Boeing737,Chicago,Illinois,101.08108108108107,Boeing
20200107X35017,DCA20LA047,2019-12-23,"Denver, CO",Non-Fatal,N87513,2.0,,0.0,0.0,0.0,178.0,178.0,Boeing737,Denver,Colorado,100.0,Boeing
20200121X51136,DCA20WA054,2020-01-05,"Halifax, Canada",Non-Fatal,C-FUJR,,,0.0,0.0,0.0,178.0,178.0,Boeing737,Halifax,Canada,100.0,Boeing
20200108X01007,DCA20RA048,2020-01-08,"Tehran, Iran (Islamic Republic of)",Fatal,UR-PSR,,,176.0,0.0,0.0,0.0,176.0,Boeing737,Tehran,Iran (Islamic Republic of),2500.0,Boeing
20200109X21704,DCA20CA049,2020-01-08,"New York, NY",Non-Fatal,N929NN,2.0,Turbo Fan,0.0,0.0,0.0,121.0,121.0,Boeing737,New York,New York,100.0,Boeing
20200114X40358,DCA20WA051,2020-01-12,"Fukuoka, Japan",Non-Fatal,HL8243,,,0.0,0.0,1.0,173.0,174.0,Boeing737,Fukuoka,Japan,101.14942528735634,Boeing
20200205X32547,DCA20RA069,2020-02-05,"Istanbul, Turkey",Fatal,TC-IZK,,,3.0,161.0,19.0,0.0,183.0,Boeing737,Istanbul,Turkey,1127.8688524590164,Boeing
20200210X02215,DCA20WA074,2020-02-09,"San Jose, Philippines",Non-Fatal,N200UU,2.0,,0.0,0.0,0.0,194.0,194.0,Boeing757,San Jose,Philippines,100.0,Boeing
20200210X83657,DCA20WA072,2020-02-09,"Komi, Russia",Non-Fatal,VQ-BPS,2.0,,0.0,0.0,0.0,100.0,100.0,Boeing737,Komi,Russia,100.0,Boeing
20200225X23418,DCA20WA086,2020-02-15,"Incheon, Kenya",Non-Fatal,HL8342,,,0.0,2.0,1.0,84.0,87.0,Boeing737,Incheon,Kenya,127.58620689655173,Boeing
20200312X91006,DCA20WA093,2020-03-08,"Shannon, Ireland",Non-Fatal,N477AX,2.0,Turbo Fan,0.0,0.0,0.0,181.0,181.0,Boeing767,Shannon,Ireland,100.0,Boeing
20200321X14202,DCA20CA095,2020-03-21,"Las Vegas, NV",Non-Fatal,N193AN,2.0,,0.0,0.0,0.0,127.0,127.0,Boeing757,Las Vegas,Nevada,100.0,Boeing
20200521X63755,DCA20LA107,2020-05-19,"Victorville, CA",Non-Fatal,N820TJ,,,0.0,0.0,0.0,95.0,95.0,Boeing737,Victorville,California,100.0,Boeing
20200707X51545,DCA20WA119,2020-06-11,"Banjarmasin, Indonesia",Non-Fatal,PK-GML,,,0.0,0.0,0.0,37.0,37.0,Boeing737,Banjarmasin,Indonesia,100.0,Boeing
20200728X34409,DCA20WA131,2020-07-14,"Durban, South Africa",Non-Fatal,ZS-SJB,,,0.0,0.0,1.0,116.0,117.0,Boeing737,Durban,South Africa,101.7094017094017,Boeing
20200828X12131,DCA20WA140,2020-08-28,"Bucharest, Romania",Non-Fatal,N423AX,2.0,Turbo Fan,0.0,0.0,0.0,66.0,66.0,Boeing767,Bucharest,Romania,100.0,Boeing
20200831X31013,DCA20WA142,2020-08-29,"Tokyo, Japan",Non-Fatal,JA73NM,,,0.0,0.0,0.0,76.0,76.0,Boeing737,Tokyo,Japan,100.0,Boeing
20201109102250,DCA21LA018,2020-09-30,"Anchorage, AK",Non-Fatal,N860DA,,,0.0,0.0,1.0,251.0,252.0,Boeing777,Anchorage,Alaska,100.79365079365078,Boeing
20201214102413,DCA21WA049,2020-12-02,"Garowe, Somalia",Non-Fatal,EY-560,,,0.0,0.0,0.0,39.0,39.0,Boeing737,Garowe,Somalia,100.0,Boeing
20201231102479,DCA21WA061,2020-12-30,"San Jose, OF",Non-Fatal,N73275,2.0,Turbo Fan,0.0,0.0,0.0,129.0,129.0,Boeing737,San Jose,OF,100.0,Boeing
20210203102591,DCA21WA081,2021-01-06,"Mexico City, Mexico",Non-Fatal,HP-1526CMP,,,0.0,0.0,0.0,160.0,160.0,Boeing737,Mexico City,Mexico,100.0,Boeing
20210109102507,DCA21WA066,2021-01-09,"Jakarta, Indonesia",Fatal,PK-CLC,,,62.0,0.0,0.0,0.0,62.0,Boeing737,Jakarta,Indonesia,2500.0,Boeing
20210125102548,DCA21WA070,2021-01-17,"Dubai, Turks And Caicos",Non-Fatal,A6-HER,,,0.0,0.0,1.0,63.0,64.0,Boeing777,Dubai,Turks And Caicos,103.125,Boeing
20210220102652,DCA21FA085,2021-02-20,"Broomfield, CO",Non-Fatal,N772UA,2.0,,0.0,0.0,0.0,239.0,239.0,Boeing777,Broomfield,Colorado,100.0,Boeing
20210222102654,DCA21WA086,2021-02-20,"Vijayawada, OF",Non-Fatal,VT-GHE,,,0.0,0.0,0.0,137.0,137.0,Boeing737,Vijayawada,OF,100.0,Boeing
20210316102768,DCA21LA095,2021-03-15,"Dallas, TX",Non-Fatal,N789AN,2.0,,0.0,0.0,1.0,261.0,262.0,Boeing777,Dallas,Texas,100.76335877862594,Boeing
20210601103174,DCA21WA139,2021-04-24,"Rotterdam, Netherlands (the)",Non-Fatal,PH-XRX,,,0.0,0.0,0.0,65.0,65.0,Boeing737,Rotterdam,Netherlands (the),100.0,Boeing
20210528103161,DCA21WA136,2021-05-11,"Cayo Coco, Cuba",Non-Fatal,VQ-BJA,,,0.0,0.0,0.0,455.0,455.0,Boeing777,Cayo Coco,Cuba,100.0,Boeing
20210524103134,DCA21LA133,2021-05-21,"Chicago, IL",Non-Fatal,N289CT,2.0,,0.0,0.0,0.0,214.0,214.0,Boeing737,Chicago,Illinois,100.0,Boeing
20210529103164,DCA21LA137,2021-05-28,"Dallas, TX",Non-Fatal,N834NN,2.0,,0.0,0.0,0.0,166.0,166.0,Boeing737,Dallas,Texas,100.0,Boeing
20210603103206,DCA21WA143,2021-05-28,"Yesan, South Korea",Non-Fatal,HL7528,,,0.0,0.0,1.0,237.0,238.0,Boeing767,Yesan,South Korea,100.84033613445378,Boeing
20210614103256,DCA21WA152,2021-06-07,"Kolkata, India",Non-Fatal,VT-TGE,,,0.0,1.0,2.0,111.0,114.0,Boeing737,Kolkata,India,113.1578947368421,Boeing
20210616103275,OPS21LA003,2021-06-11,"San Diego, CA",Non-Fatal,N8674B,2.0,,0.0,0.0,0.0,77.0,77.0,Boeing737,San Diego,California,100.0,Boeing
20210730103590,DCA21WA187,2021-07-25,"Nice, OF",Non-Fatal,SE-RPE,,,0.0,1.0,1.0,184.0,186.0,Boeing737,Nice,OF,106.98924731182795,Boeing
20210825103753,DCA21LA208,2021-08-24,"SeaTac, WA",Non-Fatal,N479AS,2.0,,0.0,3.0,1.0,130.0,134.0,Boeing737,Seatac,Washington,126.11940298507463,Boeing
20210927103969,DCA21LA229,2021-09-01,"Seattle, WA",Non-Fatal,N196DN,2.0,,0.0,1.0,1.0,37.0,39.0,Boeing767,Seattle,Washington,133.33333333333331,Boeing
20211001104015,DCA22LA002,2021-09-27,"Newark, NJ",Non-Fatal,N12125,2.0,,0.0,0.0,0.0,172.0,172.0,Boeing757,Newark,New Jersey,100.0,Boeing
20211025104153,DCA22LA012,2021-10-09,"Lexington, VA",Non-Fatal,N8642E,2.0,,0.0,0.0,1.0,111.0,112.0,Boeing737,Lexington,Virginia,101.78571428571428,Boeing
20211109104223,DCA22WA021,2021-10-31,"Vogo, India",Non-Fatal,4X-EDA,,,0.0,0.0,0.0,276.0,276.0,Boeing787,Vogo,India,100.0,Boeing
20211108104217,DCA22WA020,2021-11-03,"Baradero, Argentina",Non-Fatal,N36962,2.0,,0.0,0.0,0.0,159.0,159.0,Boeing787,Baradero,Argentina,100.0,Boeing
20211129104327,DCA22WA035,2021-11-25,"Bogata, Colombia",Non-Fatal,N1604R,2.0,,0.0,0.0,0.0,206.0,206.0,Boeing767,Bogata,Colombia,100.0,Boeing
20220113104525,DCA22WA067,2022-01-02,"Warsaw, ",Non-Fatal,SP-LRA,,,0.0,0.0,0.0,199.0,199.0,Boeing787,Warsaw,,100.0,Boeing
20220127104561,DCA22WA071,2022-01-15,"Barcelona, ",Non-Fatal,YV2794,,,0.0,0.0,0.0,51.0,51.0,Boeing737,Barcelona,,100.0,Boeing
20220204104596,ENG22FA009,2022-02-04,"Las Vegas, NV",Non-Fatal,N817SY,2.0,,0.0,0.0,0.0,56.0,56.0,Boeing737,Las Vegas,Nevada,100.0,Boeing
20220217104662,ENG22WA013,2022-02-10,"Lanseria, OF",Non-Fatal,ZS-ZWD,2.0,,0.0,0.0,0.0,163.0,163.0,Boeing737,Lanseria,OF,100.0,Boeing
20220309104748,DCA22WA090,2022-03-02,"Karachi, OF",Non-Fatal,AP-BNB,,,0.0,0.0,0.0,115.0,115.0,Boeing737,Karachi,OF,100.0,Boeing
20220314104779,ENG22WA015,2022-03-07,"Lanseria, OF",Non-Fatal,ZS-ZWB,,,0.0,0.0,0.0,141.0,141.0,Boeing737,Lanseria,OF,100.0,Boeing
20220310104758,DCA22WA095,2022-03-09,"Manchester, OF",Non-Fatal,G-TAWY,2.0,,0.0,0.0,0.0,177.0,177.0,Boeing737,Manchester,OF,100.0,Boeing
20220321104807,DCA22WA102,2022-03-21,"Wuzhou, ",Fatal,B-1791,,,132.0,0.0,0.0,0.0,132.0,Boeing737,Wuzhou,,2500.0,Boeing
20220408104914,ENG22WA018,2022-04-08,"Shannon, Irelan, ",Non-Fatal,N670UA,2.0,,0.0,0.0,0.0,126.0,126.0,Boeing767,Shannon,"Irelan,",100.0,Boeing
20220419104964,DCA22WA115,2022-04-16,"Tehran, ",Non-Fatal,EP-MDG,,,0.0,0.0,0.0,39.0,39.0,Boeing82,Tehran,,100.0,Boeing
20220511105061,DCA22WA122,2022-05-06,"Naples, ",Non-Fatal,YR-BMM,,,0.0,0.0,0.0,154.0,154.0,Boeing737,Naples,,100.0,Boeing
20220515105077,DCA22WA123,2022-05-06,"Kathmandu, ",Non-Fatal,9V-MGL,,,0.0,0.0,0.0,173.0,173.0,Boeing737,Kathmandu,,100.0,Boeing
20220623105307,DCA22LA134,2022-05-22,"Tacoma, WA",Minor,N256WN,2.0,Turbo Fan,0.0,1.0,0.0,66.0,67.0,Boeing737,Tacoma,Washington,116.4179104477612,Boeing
20220830105828,DCA22WA190,2022-05-27,"Lahore, ",Serious,A6-BLF,,,0.0,6.0,1.0,121.0,128.0,Boeing787,Lahore,,153.125,Boeing
20220623105316,ENG22WA032,2022-06-14,"Karachi, ",Non-Fatal,A7-BEA,,,0.0,0.0,0.0,183.0,183.0,Boeing777,Karachi,,100.0,Boeing
20220622105303,DCA22LA133,2022-06-21,"Pittsburgh, PA",Non-Fatal,N37513,2.0,,0.0,0.0,0.0,174.0,174.0,Boeing737,Pittsburgh,Pennsylvania,100.0,Boeing
20220627105355,DCA22WA136,2022-06-25,"Dubrovnik, ",Non-Fatal,G-JZBC,,,0.0,0.0,0.0,195.0,195.0,Boeing800,Dubrovnik,,100.0,Boeing
20220627105356,DCA22WA137,2022-06-25,"Cairo, ",Non-Fatal,SU-GCZ,,,0.0,0.0,0.0,134.0,134.0,Boeing800,Cairo,,100.0,Boeing
20220718105497,DCA22LA151,2022-07-02,"Santa Ana, CA",Serious,N480WN,2.0,Turbo Fan,0.0,0.0,1.0,141.0,142.0,Boeing737,Santa Ana,California,101.40845070422534,Boeing
20220719105521,DCA22WA152,2022-07-16,"Naha, ",Serious,JA807X,,,0.0,0.0,1.0,132.0,133.0,Boeing737,Naha,,101.50375939849626,Boeing
20220731105625,DCA22WA164,2022-07-30,"Chiang Rai, ",Non-Fatal,HS-DBR,,,0.0,0.0,0.0,175.0,175.0,Boeing737,Chiang Rai,,100.0,Boeing
20220825105801,DCA22LA188,2022-08-19,"Pharisburg, OH",Serious,N73270,2.0,,0.0,0.0,1.0,169.0,170.0,Boeing737,Pharisburg,Ohio,101.17647058823529,Boeing
20220901105843,DCA22LA191,2022-08-29,"Detroit, MI",Serious,N946AT,2.0,,0.0,0.0,1.0,101.0,102.0,Boeing717,Detroit,Michigan,101.96078431372548,Boeing
20221003106034,DCA23WA002,2022-10-01,"Manila, ",Non-Fatal,HZ-AK28,,,0.0,0.0,0.0,368.0,368.0,Boeing777,Manila,,100.0,Boeing
20221011106104,DCA23WA012,2022-10-03,"Komatsu, Ishikawa, OF",Minor,JA07RK,2.0,,0.0,1.0,0.0,105.0,106.0,Boeing737,Komatsu,"Ishikawa, OF",110.37735849056605,Boeing
20221114106279,DCA23LA050,2022-11-10,"Miami, FL",Serious,N316SE,2.0,,0.0,0.0,1.0,147.0,148.0,Boeing737,Miami,Florida,101.35135135135135,Boeing
20070501X00494,DCA07FA037,2007-04-12,"TRAVERSE CITY, MI",Non-Fatal,N8905F,2.0,Turbo Fan,0.0,0.0,0.0,52.0,52.0,Bombardier-CL600,Traverse City,Michigan,100.0,Bombardier
20070627X00819,LAX07IA191,2007-06-13,"Phoenix, AZ",Incident,N7264V,2.0,Turbo Fan,0.0,0.0,0.0,53.0,53.0,Bombardier-CL600,Phoenix,Arizona,100.0,Bombardier
20071217X01939,DCA08FA018,2007-12-16,"PROVIDENCE, RI",Non-Fatal,N470ZW,2.0,Turbo Fan,0.0,0.0,0.0,34.0,34.0,Bombardier-CL600,Providence,Rhode Island,100.0,Bombardier
20080118X00073,SEA08LA061,2008-01-14,"San Francisco, CA",Non-Fatal,N705SK,2.0,Turbo Fan,0.0,0.0,0.0,61.0,61.0,Bombardier-CL600,San Francisco,California,100.0,Bombardier
20080222X00229,SEA08IA080,2008-02-13,"Hilo, HI",Non-Fatal,N651BR,2.0,Turbo Fan,0.0,0.0,0.0,43.0,43.0,Bombardier-CL600,Hilo,Hawaii,100.0,Bombardier
20080506X00598,CHI08IA119,2008-04-24,"Minneapolis, MN",Non-Fatal,N918XJ,2.0,Turbo Fan,0.0,0.0,0.0,80.0,80.0,Bombardier-CL600,Minneapolis,Minnesota,100.0,Bombardier
20080720X01081,NYC08LA234,2008-06-28,"Charlotte, NC",Non-Fatal,N725PS,2.0,Turbo Fan,0.0,0.0,0.0,112.0,112.0,Bombardier-CL600,Charlotte,North Carolina,100.0,Bombardier
20080922X01509,OPS08IA015,2008-09-19,"Allentown, PA",Non-Fatal,N506MJ,2.0,,0.0,0.0,0.0,63.0,63.0,Bombardier-CL600,Allentown,Pennsylvania,100.0,Bombardier
20081217X83220,CEN09FA094,2008-12-16,"Chicago, IL",Non-Fatal,N511MJ,2.0,Turbo Fan,0.0,0.0,0.0,32.0,32.0,Bombardier-CL600,Chicago,Illinois,100.0,Bombardier
20090213X13613,DCA09MA027,2009-02-13,"Clarence Center, NY",Fatal,N200WQ,2.0,Turbo Prop,49.0,0.0,0.0,0.0,49.0,Bombardier-DHC8-402,Clarence Center,New York,2500.0,Bombardier
20090806X31035,OPS09IA009,2009-06-26,"Cleveland, OH",Non-Fatal,N375PH,2.0,Turbo Prop,0.0,0.0,0.0,66.0,66.0,Bombardier-DHC8-202,Cleveland,Ohio,100.0,Bombardier
20100121X82958,DCA10IA022,2010-01-19,"Charleston, WV",Non-Fatal,N246PS,2.0,Turbo Fan,0.0,0.0,0.0,34.0,34.0,Bombardier-CL600,Charleston,West Virginia,100.0,Bombardier
20100423X01836,CEN10IA219,2010-04-18,"Kansas City, MO",Non-Fatal,N160GJ,2.0,Turbo Fan,0.0,0.0,0.0,70.0,70.0,Bombardier-CL600,Kansas City,Missouri,100.0,Bombardier
20100930X00358,ENG10IA055,2010-09-28,"Milwaukee, WI",Non-Fatal,N498CA,2.0,Turbo Jet,0.0,0.0,0.0,39.0,39.0,Bombardier-CL600,Milwaukee,Wisconsin,100.0,Bombardier
20101006X00507,ERA11CA010,2010-10-04,"New York, NY",Non-Fatal,N414ZW,2.0,Turbo Fan,0.0,0.0,1.0,52.0,53.0,Bombardier-CL600,New York,New York,103.77358490566037,Bombardier
20101019X33258,WPR11IA019,2010-10-18,"Phoenix, AZ",Non-Fatal,N938SW,2.0,Turbo Fan,0.0,0.0,0.0,53.0,53.0,Bombardier-CL600,Phoenix,Arizona,100.0,Bombardier
20101103X34855,ERA11CA046,2010-11-02,"Pittsburgh, PA",Non-Fatal,N454SW,2.0,Turbo Fan,0.0,0.0,0.0,41.0,41.0,Bombardier-CL600,Pittsburgh,Pennsylvania,100.0,Bombardier
20101103X44221,CEN11LA051,2010-11-02,"Chicago, IL",Non-Fatal,N709BR,2.0,Turbo Fan,0.0,0.0,0.0,37.0,37.0,Bombardier-CL600,Chicago,Illinois,100.0,Bombardier
20101108X84714,WPR11LA042,2010-11-08,"Los Angeles, CA",Non-Fatal,N422QX,2.0,Turbo Prop,0.0,0.0,0.0,77.0,77.0,Bombardier-DHC8-402,Los Angeles,California,100.0,Bombardier
20101124X20432,WPR11LA058,2010-11-24,"Salt Lake City, UT",Non-Fatal,N614SK,2.0,Turbo Fan,0.0,0.0,0.0,69.0,69.0,Bombardier-CL600,Salt Lake City,Utah,100.0,Bombardier
20101208X40921,CEN11LA099,2010-12-05,"Chicago, IL",Non-Fatal,N502MJ,2.0,Turbo Fan,0.0,0.0,0.0,37.0,37.0,Bombardier-CL600,Chicago,Illinois,100.0,Bombardier
20110317X14552,ENG11IA021,2011-03-17,"Pittsburgh, PA",Non-Fatal,N339NG,2.0,Turbo Prop,0.0,0.0,0.0,40.0,40.0,Bombardier-DHC8-402,Pittsburgh,Pennsylvania,100.0,Bombardier
20110407X95823,DCA11FA072,2011-04-02,"Phoenix, AZ",Non-Fatal,N7264V,2.0,Turbo Fan,0.0,0.0,0.0,49.0,49.0,Bombardier-CL600,Phoenix,Arizona,100.0,Bombardier
20110518X94643,OPS11IA552,2011-05-16,"CHICAGO, IL",Non-Fatal,N905SW,2.0,Turbo Fan,0.0,0.0,0.0,63.0,63.0,Bombardier-CL600,Chicago,Illinois,100.0,Bombardier
20110607X73034,ERA11CA327,2011-06-06,"Florence, SC",Non-Fatal,N929LR,2.0,Turbo Fan,0.0,0.0,1.0,88.0,89.0,Bombardier-CL600,Florence,South Carolina,102.24719101123596,Bombardier
20110607X83931,CEN11IA379,2011-06-07,"Milwaukee, WI",Non-Fatal,N866AS,2.0,Turbo Fan,0.0,0.0,0.0,44.0,44.0,Bombardier-CL600,Milwaukee,Wisconsin,100.0,Bombardier
20110715X40120,DCA11CA084,2011-07-14,"Boston, MA",Non-Fatal,N132EV,2.0,Turbo Fan,0.0,0.0,0.0,291.0,291.0,Bombardier-CL600,Boston,Massachusetts,100.0,Bombardier
20110902X54326,CEN11IA615,2011-09-01,"Baton Rouge, LA",Non-Fatal,N875AS,2.0,Turbo Fan,0.0,0.0,0.0,53.0,53.0,Bombardier-CL600,Baton Rouge,Louisiana,100.0,Bombardier
20120207X34555,DCA12CA035,2012-02-04,"San Francisco, CA",Non-Fatal,N912SW,2.0,Turbo Fan,0.0,0.0,0.0,52.0,52.0,Bombardier-CL600,San Francisco,California,100.0,Bombardier
20120409X05702,DCA12FA058,2012-04-07,"Houston, TX",Non-Fatal,N213WQ,2.0,Turbo Prop,0.0,0.0,0.0,35.0,35.0,Bombardier-DHC8-402,Houston,Texas,100.0,Bombardier
20120719X94744,CEN12LA457,2012-07-19,"Peoria, IL",Non-Fatal,N502AE,2.0,Turbo Fan,0.0,0.0,1.0,56.0,57.0,Bombardier-CL600,Peoria,Illinois,103.50877192982458,Bombardier
20130314X15433,DCA13CA066,2012-12-05,"New York, NY",Non-Fatal,N411ZW,2.0,Turbo Fan,0.0,0.0,0.0,53.0,53.0,Bombardier-CL600,New York,New York,100.0,Bombardier
20130220X32821,DCA13IA058,2013-02-07,"Bowman, GA",Non-Fatal,N261PS,2.0,Turbo Fan,0.0,1.0,0.0,39.0,40.0,Bombardier-CL600,Bowman,Georgia,127.49999999999999,Bombardier
20130312X23544,WPR13IA144,2013-03-05,"Danville, CA",Non-Fatal,N417QX,2.0,Turbo Prop,0.0,0.0,0.0,51.0,51.0,Bombardier-DHC8-402,Danville,California,100.0,Bombardier
20130509X82017,ENG13RA026,2013-05-06,"Osaka, Japan, Japan",Non-Fatal,JA206J,2.0,Turbo Fan,0.0,0.0,0.0,55.0,55.0,Bombardier-CL600,Osaka,"Japan, Japan",100.0,Bombardier
20130519X11737,DCA13FA094,2013-05-18,"Newark, NJ",Non-Fatal,N934HA,2.0,Turbo Prop,0.0,0.0,0.0,34.0,34.0,Bombardier: DHC8,Newark,New Jersey,100.0,Bombardier
20130930X75500,WPR13LA431,2013-09-29,"Reno, NV",Non-Fatal,N449QX,2.0,Turbo Prop,0.0,2.0,1.0,58.0,61.0,Bombardier-DHC8-402,Reno,Nevada,139.34426229508196,Bombardier
20140814X52213,CEN14LA430,2014-08-09,"San Antonio, TX",Non-Fatal,N943LR,2.0,Turbo Fan,0.0,0.0,0.0,80.0,80.0,Bombardier-CL600,San Antonio,Texas,100.0,Bombardier
20150314X74553,DCA15IA089,2015-03-14,"Chicago, IL",Non-Fatal,N157GJ,2.0,Turbo Fan,0.0,0.0,0.0,41.0,41.0,Bombardier-CL600,Chicago,Illinois,100.0,Bombardier
20150506X41316,DCA15CA118,2015-05-04,"Phoenix, AZ",Non-Fatal,N932LR,2.0,Turbo Fan,0.0,0.0,0.0,79.0,79.0,Bombardier-CL600,Phoenix,Arizona,100.0,Bombardier
20150605X52542,ENG15IA024,2015-06-05,"Windsor Locks, CT",Non-Fatal,N363PH,2.0,Turbo Prop,0.0,0.0,0.0,37.0,37.0,Bombardier: DHC 8,Windsor Locks,Connecticut,100.0,Bombardier
